original sort,content,contains date,len,Type,Group ID
1725,Category: Transactions,#VALUE!,,Category,289
1726,Dalton Risner,#VALUE!,13,Player name,290
1727,Dalton Risner signs with Bengals,#VALUE!,32,Headline / Summary,290
1728,"Wed, Aug 27th 5:41pm EDT",21,,Date,290
1729,The Bengals signed G Dalton Risner. (Source: Jordan Schultz on Twitter),#VALUE!,71,Headline / Summary,290
1730,"Fantasy Impact: Risner also visited the Seahawks, but he likely chose the Bengals because he has a better chance to immediately start. He should be an upgrade at right guard for Cincinnati.",#VALUE!,,Fantasy Impact,290
1731,Category: Transactions,#VALUE!,,Category,290
1732,Audric Estime,#VALUE!,13,Player name,291
1733,Audric Estime signing with Eagles practice squad,#VALUE!,48,Headline / Summary,291
1734,"Wed, Aug 27th 4:15pm EDT",21,,Date,291
1735,Audric Estime is signing with the Eagles practice squad. (Source: Parker Gabriel on Twitter),#VALUE!,92,Headline / Summary,291
1736,"Fantasy Impact: Estime did not stay a free agent for long after being cut by the Broncos earlier in the week, as the Eagles are now signing him on as a member of their practice squad. Fantasy managers shouldn't expect him to have much of a role for the team early on in the season.",#VALUE!,,Fantasy Impact,291
1737,Category: Transactions,#VALUE!,,Category,291
1738,Greg Dulcich,#VALUE!,12,Player name,292
1739,Greg Dulcich signs with Dolphins practice squad,#VALUE!,47,Headline / Summary,292
1740,"Wed, Aug 27th 4:13pm EDT",21,,Date,292
1741,Greg Dulcich is signing a deal with the Dolphins to join their practice squad. (Source: Tom Pelissero on Twitter),#VALUE!,113,Headline / Summary,292
1742,"Fantasy Impact: The veteran tight end was surprisingly cut by the Giants earlier in the week after having an impressive showing throughout the preseason. He is now joining the Dolphins as a member of their practice squad, and he's a real candidate to make an impact at some point during the season with Darren Waller being the most notable name ahead of him on the depth chart.",#VALUE!,,Fantasy Impact,292
1743,Category: Transactions,#VALUE!,,Category,292
1744,Jordan Love,#VALUE!,11,Player name,293
1745,Jordan Love (thumb) practicing in full Wednesday,#VALUE!,48,Headline / Summary,293
1746,"Wed, Aug 27th 4:10pm EDT",21,,Date,293
1747,Jordan Love (thumb) is practicing in full for the Packers on Wednesday. (Source: Matt Schneidman on Twitter),#VALUE!,108,Headline / Summary,293
1748,"Fantasy Impact: Love recently underwent a minor procedure to repair a thumb injury on his non-throwing hand. It seems that his recovery is going to plan, as he will be a full participant at practice on Wednesday and is expected to be ready to go by Week 1, which is great news for all of Green Bay's skill-position players.",#VALUE!,,Fantasy Impact,293
1749,Category: Injury Updates,#VALUE!,,Category,293
1750,Mark Andrews,#VALUE!,12,Player name,294
1751,Mark Andrews returns to practice Wednesday,#VALUE!,42,Headline / Summary,294
1752,"Wed, Aug 27th 4:08pm EDT",21,,Date,294
1753,Mark Andrews returned to practice for the Ravens on Wednesday. (Source: Jeff Zrebiec on Twitter),#VALUE!,96,Headline / Summary,294
1754,"Fantasy Impact: Andrews was sidelined from practice for a little while due to an undisclosed injury of some kind, but he was back out on the practice field for the Ravens on Wednesday. Barring any unforeseen setbacks, it looks like he should be ready for Week 1 of the season.",#VALUE!,,Fantasy Impact,294
1755,Category: Injury Updates,#VALUE!,,Category,294
1756,Darren Waller,#VALUE!,13,Player name,295
1757,Darren Waller participates in team drills Wednesday,#VALUE!,51,Headline / Summary,295
1758,"Wed, Aug 27th 4:07pm EDT",21,,Date,295
1759,Darren Waller participated in team drills for the Dolphins on Wednesday. (Source: Marcel Louis-Jacques on Twitter),#VALUE!,114,Headline / Summary,295
1760,"Fantasy Impact: Waller has spent much of the offseason ramping up his conditioning after spending about a year in retirement. It looks like he is close to game shape, however, as he is now participating in team drills with the Dolphins at practice. He doesn't project to be a fantasy-relevant player this year but could be a contributor for the Dolphins with Jonnu Smith no longer on the team.",#VALUE!,,Fantasy Impact,295
1761,Category: Injury Updates,#VALUE!,,Category,295
1762,Robert Woods,#VALUE!,12,Player name,296
1763,Robert Woods signing with Steelers practice squad,#VALUE!,49,Headline / Summary,296
1764,"Wed, Aug 27th 4:00pm EDT",21,,Date,296
1765,Robert Woods is signing a deal with the Steelers to join their practice squad. (Source: Teresa Varley),#VALUE!,102,Headline / Summary,296
1766,Fantasy Impact: Woods will be back in Pittsburgh for the start of the regular season as a member of their practice squad after being previously cut by the team. He isn't expected to have much of a role for the foreseeable future.,#VALUE!,,Fantasy Impact,296
1767,Category: Transactions,#VALUE!,,Category,296
1768,Trey Sermon,#VALUE!,11,Player name,297
1769,Trey Sermon signs to Steelers practice squad,#VALUE!,44,Headline / Summary,297
1770,"Wed, Aug 27th 3:58pm EDT",21,,Date,297
1771,Trey Sermon has signed with the Steelers practice squad. (Source: Teresa Varley),#VALUE!,80,Headline / Summary,297
1772,"Fantasy Impact: To no surprise, Sermon will return to the Steelers as a member of their practice squad. He's a journeyed NFL veteran, so it's possible that he will see a small amount of real action this year in the event of an injury to someone ahead of him on the depth chart.",#VALUE!,,Fantasy Impact,297
1773,Category: Transactions,#VALUE!,,Category,297
1774,Jelani Woods,#VALUE!,12,Player name,298
1775,Jelani Woods heads to New York,#VALUE!,30,Headline / Summary,298
1776,"Wed, Aug 27th 3:05pm EDT",21,,Date,298
1777,Jelani Woods has been claimed by the New York Jets (Source: Tom Pelissero on X),#VALUE!,79,Headline / Summary,298
1778,"Fantasy Impact: After two seasons with the Indianapolis Colts, the tight end will be battling for the TE2 position with Jeremy Ruckert. He doesn't offer much, if any fantasy value as of now.",#VALUE!,,Fantasy Impact,298
1779,Category: Transactions,#VALUE!,,Category,298
1780,Malachi Corley,#VALUE!,14,Player name,299
1781,Malachi Corley signing with Browns' practice squad,#VALUE!,50,Headline / Summary,299
1782,"Wed, Aug 27th 2:50pm EDT",21,,Date,299
1783,Former New York Jets wide receiver Malachi Corley is signing with the Cleveland Browns' practice squad after being cut and clearing waivers. (Source: Jordan Schultz on Twitter),#VALUE!,176,Headline / Summary,299
1784,"Fantasy Impact: Corley struggled as a rookie in New York, totaling 42 scrimmage yards on five touches with just three catches. He also scored zero touchdowns, infamously dropping the ball at the goal line during a celebration. While the Jets expressed that he was one of their top prospects in the 2024 NFL Draft, the new management may not have had the same optimism. He gets a chance to reset in a new environment on the Browns' practice squad.",#VALUE!,,Fantasy Impact,299
1785,Category: Transactions,#VALUE!,,Category,299
1786,Riley Patterson,#VALUE!,15,Player name,300
1787,Riley Patterson signs with Dolphins' practice squad,#VALUE!,51,Headline / Summary,300
1788,"Wed, Aug 27th 2:46pm EDT",21,,Date,300
1789,The Dolphins have signed K Riley Patterson to their practice squad. (Source: Cameron Wolfe on Twitter ),#VALUE!,103,Headline / Summary,300
1790,Fantasy Impact: Patterson will be elevated from the practice squad to serve as the team's kicker until Jason Sanders returns from injured reserve. Patterson converted on 4-of-7 field goal attempts in five games last season.,#VALUE!,,Fantasy Impact,300
1791,Category: Transactions,#VALUE!,,Category,300
1792,DJ Uiagalelei,#VALUE!,13,Player name,301
1793,DJ Uiagalelei signs with Chargers' practice squad,#VALUE!,49,Headline / Summary,301
1794,"Wed, Aug 27th 2:44pm EDT",21,,Date,301
1795,The Chargers have signed QB DJ Uiagalelei to their practice squad. (Source: Tom Pelissero on Twitter ),#VALUE!,102,Headline / Summary,301
1796,"Fantasy Impact: Uiagalelei had a strong preseason, passing for 244 yards and two touchdowns. He will serve as the third quarterback behind backup Trey Lance and starter Justin Herbert.",#VALUE!,,Fantasy Impact,301
1797,Category: Transactions,#VALUE!,,Category,301
1798,Ainias Smith,#VALUE!,12,Player name,302
1799,Ainias Smith signs with Panthers' practice squad,#VALUE!,48,Headline / Summary,302
1800,"Wed, Aug 27th 2:42pm EDT",21,,Date,302
1801,The Panthers have signed WR Ainias Smith to their practice squad. (Source: Joe Person on Twitter),#VALUE!,97,Headline / Summary,302
1802,Fantasy Impact: Smith was cut from the Eagles roster ahead of the 53-man deadline. He will provide depth at wide receiver after registering 41 yards and a touchdown on seven receptions in his rookie season.,#VALUE!,,Fantasy Impact,302
1803,Category: Transactions,#VALUE!,,Category,302
1804,Carson Steele,#VALUE!,13,Player name,303
1805,Carson Steele signs with Chiefs' practice squad,#VALUE!,47,Headline / Summary,303
1806,"Wed, Aug 27th 2:40pm EDT",21,,Date,303
1807,The Chiefs have signed RB Carson Steele to their practice squad. (Source: Matt Derrick on Twitter ),#VALUE!,99,Headline / Summary,303
1808,"Fantasy Impact: Steele went unclaimed on waivers but will remain in the organization. With the signing of Clyde Edwards-Helaire and Steele, the Chiefs ensure they have depth in the organization at running back.",#VALUE!,,Fantasy Impact,303
1809,Clyde Edwards-Helaire,#VALUE!,21,Player name,304
1810,Clyde Edwards-Helaire signs with Chiefs' practice squad,#VALUE!,55,Headline / Summary,304
1811,"Wed, Aug 27th 2:39pm EDT",21,,Date,304
1812,The Chiefs have signed RB Clyde Edwards-Helaire to their practice squad. (Source: Matt Derrick on Twitter ),#VALUE!,107,Headline / Summary,304
1813,Fantasy Impact: CEH was cut by the Saints on Tuesday and will return to the Chiefs after spending the 2024 season with the Saints. He will provide organizational depth at running back for Kansas City.,#VALUE!,,Fantasy Impact,304
1814,Category: Transactions,#VALUE!,,Category,304
1815,Chris Oladokun,#VALUE!,14,Player name,305
1816,Chris Oladokun signs with Chiefs' practice squad,#VALUE!,48,Headline / Summary,305
1817,"Wed, Aug 27th 2:37pm EDT",21,,Date,305
1818,The Chiefs have signed QB Chris Oladokun to their practice squad. (Source: Matt Derrick on Twitter ),#VALUE!,100,Headline / Summary,305
1819,Fantasy Impact: Oladokun was unclaimed on the waiver wire and will head back to the Chiefs. He will provide roster depth behind Patrick Mahomes and Gardner Minshew.,#VALUE!,,Fantasy Impact,305
1820,Category: Transactions,#VALUE!,,Category,305
1821,Dalevon Campbell,#VALUE!,16,Player name,306
1822,Dalevon Campbell heading to Carolina,#VALUE!,36,Headline / Summary,306
1823,"Wed, Aug 27th 2:25pm EDT",21,,Date,306
1824,The Carolina Panthers have enlisted the services of wide receiver Dalevon Campbell. He was claimed off waivers from the Los Angeles Chargers. (Source: Tom Pelissero on X),#VALUE!,170,Headline / Summary,306
1825,Fantasy Impact:,#VALUE!,,Fantasy Impact,306
1826,Category: Transactions,#VALUE!,,Category,306
1827,Trey Palmer,#VALUE!,11,Player name,307
1828,Trey Palmer going to New Orleans,#VALUE!,32,Headline / Summary,307
1829,"Wed, Aug 27th 2:18pm EDT",21,,Date,307
1830,The New Orleans Saints won a waiver claim for Trey Palmer and will effectively end his time with the Tampa Bay Buccaneers. He accumulated 51 receptions for 557 yards and four touchdowns during his time in the Sunshine State. (Source: Tom Pelissero on X),#VALUE!,253,Headline / Summary,307
1831,Fantasy Impact:,#VALUE!,,Fantasy Impact,307
1832,Category: Transactions,#VALUE!,,Category,307
1833,Kimani Vidal,#VALUE!,12,Player name,308
1834,Kimani Vidal returning to Chargers on practice squad,#VALUE!,52,Headline / Summary,308
1835,"Wed, Aug 27th 2:06pm EDT",21,,Date,308
1836,The Los Angeles Chargers are re-signing running back Kimani Vidal on their practice squad after he was waived ahead of the roster cutdown deadline. (Source: Matt Zenitz on Twitter),#VALUE!,180,Headline / Summary,308
1837,"Fantasy Impact: Vidal was a rookie in 2024 and did not emerge as the sleeper option he was billed to be. He did find some success with over 200 scrimmage yards and one touchdown, but he played 26% of the offensive snaps over 10 games while being a non-factor on special teams. He was inactive for games last season and will be on the practice squad in 2025 with a deeper rotation in LA.",#VALUE!,,Fantasy Impact,308
1838,Category: Transactions,#VALUE!,,Category,308
1839,Brett Rypien,#VALUE!,12,Player name,309
1840,Brett Rypien signing with Bengals practice squad,#VALUE!,48,Headline / Summary,309
1841,"Wed, Aug 27th 2:06pm EDT",21,,Date,309
1842,Brett Rypien is signing a deal with the Bengals to join their practice squad. (Source: Ben Baby on Twitter),#VALUE!,107,Headline / Summary,309
1843,"Fantasy Impact: Rypien spent much of the offseason with the Vikings, but he wasn't able to earn a roster spot and has ultimately been cut. He now joins the Bengals and will serve as their QB3 from the practice squad.",#VALUE!,,Fantasy Impact,309
1844,Category: Transactions,#VALUE!,,Category,309
1845,Javon Baker,#VALUE!,11,Player name,310
1846,Javon Baker to be released,#VALUE!,26,Headline / Summary,310
1847,"Wed, Aug 27th 2:05pm EDT",21,,Date,310
1848,The Patriots are planning on releasing WR Javon Baker. (Source: Mike Reiss on Twitter ),#VALUE!,87,Headline / Summary,310
1849,Fantasy Impact: Baker was likely the last receiver on the depth chart based on his performance last season and seeing most of his time with the backups during the preseason. He could return on the practice squad should he clear waivers.,#VALUE!,,Fantasy Impact,310
1850,Category: Transactions,#VALUE!,,Category,310
1851,Frank Gore Jr.,#VALUE!,14,Player name,311
1852,Frank Gore Jr. signing with Bills practice squad,#VALUE!,48,Headline / Summary,311
1853,"Wed, Aug 27th 2:04pm EDT",21,,Date,311
1854,Frank Gore Jr. is signing with the Bills to join their practice squad. (Source: Tom Pelissero on Twitter),#VALUE!,105,Headline / Summary,311
1855,"Fantasy Impact: The Bills are bringing back Gore onto their practice squad after releasing him recently. Buffalo has solid depth in their backfield right now, so the path isn't clear for him to earn a spot on the active roster.",#VALUE!,,Fantasy Impact,311
1856,Category: Transactions,#VALUE!,,Category,311
1857,DeeJay Dallas,#VALUE!,13,Player name,312
1858,DeeJay Dallas signing with Panthers' practice squad,#VALUE!,51,Headline / Summary,312
1859,"Wed, Aug 27th 2:03pm EDT",21,,Date,312
1860,The Carolina Panthers are signing running back DeeJay Dallas to their practice squad after he was released by the Arizona Cardinals. (Source: Mike Kaye on Twitter),#VALUE!,163,Headline / Summary,312
1861,"Fantasy Impact: Dallas became the first player to return a kickoff for a touchdown under the new rule set and has provided value as a returner and running back for Arizona and Seattle. The Panthers already have Chuba Hubbard, Rico Dowdle, and Trevor Etienne, so Dallas may not be able to crack the rotation, but he could fit in if they face injuries.",#VALUE!,,Fantasy Impact,312
1862,Category: Transactions,#VALUE!,,Category,312
1863,Xazavian Valladay,#VALUE!,17,Player name,313
1864,Xazavian Valladay returning to Vikings on practice squad,#VALUE!,56,Headline / Summary,313
1865,"Wed, Aug 27th 2:02pm EDT",21,,Date,313
1866,Xazavian Valladay will be returning to the Vikings as a member of their practice squad. (Source: Mike Garafolo on Twitter),#VALUE!,122,Headline / Summary,313
1867,"Fantasy Impact: The Vikings recently cut Valladay as part of their roster cutdown ahead of Week 1, but he went unclaimed on waivers and will be rejoining the team on the practice squad. Fantasy managers shouldn't expect him to have much of an impact this season.",#VALUE!,,Fantasy Impact,313
1868,Category: Transactions,#VALUE!,,Category,313
1869,Damien Martinez,#VALUE!,15,Player name,314
1870,Damien Martinez signs with Seahawks' practice squad,#VALUE!,51,Headline / Summary,314
1871,"Wed, Aug 27th 2:01pm EDT",21,,Date,314
1872,The Seahawks have signed RB Damien Martinez to their practice squad. (Source: Brady Henderson on Twitter),#VALUE!,105,Headline / Summary,314
1873,"Fantasy Impact: The Seahawks currently have a crowded backfield, but will return to the practice squad to provide the team with depth. He finished the preseason with 84 rushing yards on 24 carries.",#VALUE!,,Fantasy Impact,314
1874,Category: Transactions,#VALUE!,,Category,314
1875,Jeff Wilson Jr.,#VALUE!,15,Player name,315
1876,Jeff Wilson Jr. signing with Dolphins practice squad,#VALUE!,52,Headline / Summary,315
1877,"Wed, Aug 27th 2:00pm EDT",21,,Date,315
1878,Jeff Wilson Jr. is signing a deal to join the Dolphins practice squad. (Source: Adam Schefter on Twitter),#VALUE!,105,Headline / Summary,315
1879,"Fantasy Impact: The veteran running back has found a home for the start of the regular season, joining Miami over a week before the 2025 NFL season kicks off. Miami's running back room is currently thin and injury riddled, so the veteran could find himself on the active roster at several points throughout the season.",#VALUE!,,Fantasy Impact,315
1880,Category: Transactions,#VALUE!,,Category,315
1881,Tommy DeVito,#VALUE!,12,Player name,316
1882,Tommy Devito acquired by New England,#VALUE!,36,Headline / Summary,316
1883,"Wed, Aug 27th 1:59pm EDT",21,,Date,316
1884,"Tommy ""Cutlets"" Devito has been claimed by the New England Patriots after being let go by the New York Giants. (Source: Tom Pelissero on X)",#VALUE!,139,Headline / Summary,316
1885,"Fantasy Impact: With Drake Maye starting and Joshua Dobbs backing him up, Devito will be third in line to take snaps under center for the Patriots in the 2025/26 NFL season. He has compiled 1358 passing yards, eight touchdowns and three interceptions over his career to date.",#VALUE!,,Fantasy Impact,316
1886,Category: Transactions,#VALUE!,,Category,316
1887,Xavier Restrepo,#VALUE!,15,Player name,317
1888,Xavier Restrepo rejoining Tennessee on practice squad,#VALUE!,53,Headline / Summary,317
1889,"Wed, Aug 27th 1:58pm EDT",21,,Date,317
1890,Xavier Restrepo will be returning to the Titans as a member of their practice squad. (Source: Adam Schefter on Twitter),#VALUE!,119,Headline / Summary,317
1891,"Fantasy Impact: The Titans did not give Restrepo a spot on their active roster, but they like him and will be bringing him back to the team as a member of their practice squad. He isn't expected to be fantasy relevant at all in 2025.",#VALUE!,,Fantasy Impact,317
1892,Category: Transactions,#VALUE!,,Category,317
1893,Erik Ezukanma,#VALUE!,13,Player name,318
1894,Erik Ezukanma signing with Jaguars practice squad,#VALUE!,49,Headline / Summary,318
1895,"Wed, Aug 27th 1:56pm EDT",21,,Date,318
1896,Erik Ezukanma is signing a deal with the Jaguars to join their practice squad. (Source: Tom Pelissero on Twitter),#VALUE!,113,Headline / Summary,318
1897,"Fantasy Impact: Ezukanma will be on Jacksonville's practice squad to start the season. It's unlikely that he will make a notable impact at any point, barring injuries to several of the Jaguars' key pass catchers.",#VALUE!,,Fantasy Impact,318
1898,Category: Transactions,#VALUE!,,Category,318
1899,Hendon Hooker,#VALUE!,13,Player name,319
1900,Hendon Hooker signs with Panthers' practice squad,#VALUE!,49,Headline / Summary,319
1901,"Wed, Aug 27th 1:47pm EDT",21,,Date,319
1902,The Carolina Panthers are bringing in quarterback Hendon Hooker on their practice squad. (Source: Mike Kaye on Twitter),#VALUE!,119,Headline / Summary,319
1903,"Fantasy Impact: Hooker is entering his third season in the NFL after being a Round 3 pick following a standout senior season at Tennessee. Unfortunately, an injury kept him out during his rookie year, and he struggled in the preseason. The Volunteers' offense is not necessarily a pro-style offense and Hooker may need to continue to develop to be a backup QB, but he is also 27 years old. He can learn and develop behind veteran Andy Dalton while backing up Bryce Young.",#VALUE!,,Fantasy Impact,319
1904,Category: Transactions,#VALUE!,,Category,319
1905,Jake Haener,#VALUE!,11,Player name,320
1906,Jake Haener re-signing with Saints' practice squad,#VALUE!,50,Headline / Summary,320
1907,"Wed, Aug 27th 1:40pm EDT",21,,Date,320
1908,"The New Orleans Saints are bringing back quarterback Jake Haener on their practice squad, who they drafted in the fourth round of the 2023 NFL Draft. (Source: Nick Underhill on Twitter)",#VALUE!,185,Headline / Summary,320
1909,"Fantasy Impact: Haener has started one game for the Saints in two seasons, playing behind QB Spencer Rattler following Derek Carr's injury in 2024. Haener was waived after losing the QB battle this season to Rattler and rookie Tyler Shough, but he is returning as their QB3 on the practice squad.",#VALUE!,,Fantasy Impact,320
1910,Category: Transactions,#VALUE!,,Category,320
1911,Raheim Sanders,#VALUE!,14,Player name,321
1912,Raheim Sanders joins Cleveland,#VALUE!,30,Headline / Summary,321
1913,"Wed, Aug 27th 1:38pm EDT",21,,Date,321
1914,Raheim Sanders has been claimed off waivers by the Cleveland Browns (Source: Tom Pelissero on X),#VALUE!,96,Headline / Summary,321
1915,"Fantasy Impact: Just a day after he was released by the Los Angeles Chargers, the Cleveland Browns have picked up the running back. The RB situation in Cleveland is fluid due to rookie Quinshon Judkins off-field issues. Dylan Sampson's name has been coming up as decent second option behind Jerome Ford so Sanders will be the perceived third fiddle for now.",#VALUE!,,Fantasy Impact,321
1916,Category: Transactions,#VALUE!,,Category,321
1917,Easton Stick,#VALUE!,12,Player name,322
1918,Easton Stick returning to Falcons on practice squad,#VALUE!,51,Headline / Summary,322
1919,"Wed, Aug 27th 1:34pm EDT",21,,Date,322
1920,The Atlanta Falcons are re-signing quarterback Easton Stick to their practice squad after waiving him ahead of the roster cutdown deadline. (Source: Mike Garafolo on Twitter),#VALUE!,174,Headline / Summary,322
1921,"Fantasy Impact: Stick had some solid preseason performances, receiving most of the team's reps with QB Michael Penix Jr. and Kirk Cousins sidelined. The former North Dakota State product was rumored to land in New Orleans, but he returns with Jake Haener re-signing with the Saints. He could be the team's QB3.",#VALUE!,,Fantasy Impact,322
1922,Category: Transactions,#VALUE!,,Category,322
1923,Tyler Huntley,#VALUE!,13,Player name,323
1924,Tyler Huntley reuniting with Ravens on practice squad,#VALUE!,53,Headline / Summary,323
1925,"Wed, Aug 27th 1:27pm EDT",21,,Date,323
1926,"The Baltimore Ravens are bringing back quarterback Tyler Huntley on their practice squad, who had previously made a Pro Bowl with the team. (Source: Adam Schefter on Twitter)",#VALUE!,174,Headline / Summary,323
1927,"Fantasy Impact: Huntle spent some time with other organizations, like Cleveland and Miami, but found his way back to Baltimore, where he started his career as an undrafted free agent. Huntley started nine games for the Ravens over four seasons.",#VALUE!,,Fantasy Impact,323
1928,Category: Transactions,#VALUE!,,Category,323
1929,Kyle McCord,#VALUE!,11,Player name,324
1930,Kyle McCord re-signing to Eagles' practice squad,#VALUE!,48,Headline / Summary,324
1931,"Wed, Aug 27th 1:20pm EDT",21,,Date,324
1932,The Philadelphia Eagles are bringing back rookie quarterback Kyle McCord to their practice squad after he was waived ahead of the roster cutdown deadline. (Source: Tom Pelissero on Twitter),#VALUE!,189,Headline / Summary,324
1933,"Fantasy Impact: McCord had a successful final season at Syracuse after transferring from Ohio State, leading the nation in several passing statistics. He did struggle during the preseason, which put him behind Tanner McKee and recent trade acquisition Sam Howell in the pecking order, but he could develop into a long-term backup.",#VALUE!,,Fantasy Impact,324
1934,Category: Transactions,#VALUE!,,Category,324
1935,Sam Hartman,#VALUE!,11,Player name,325
1936,Sam Hartman re-signing with Commanders,#VALUE!,38,Headline / Summary,325
1937,"Wed, Aug 27th 1:17pm EDT",21,,Date,325
1938,"The Washington Commanders and Sam Hartman are reuniting after the former Notre Dame quarterback was waived ahead of roster cutdown day, joining the team's practice squad. (Source: Tom Pelissero on Twitter)",#VALUE!,205,Headline / Summary,325
1939,"Fantasy Impact: Hartman's release was procedural, as he had already been cut and re-signed by Washington in the past. He is behind veterans Marcus Mariota and Josh Johnson, who both made the initial 53-man roster.",#VALUE!,,Fantasy Impact,325
1940,Category: Transactions,#VALUE!,,Category,325
1941,Mecole Hardman Jr.,#VALUE!,18,Player name,326
1942,Mecole Hardman Jr. added to practice squad,#VALUE!,42,Headline / Summary,326
1943,"Wed, Aug 27th 1:15pm EDT",21,,Date,326
1944,Mecole Hardman Jr. added to practice squad by the Green Bay Packers (Source: Jordan Schultz on X),#VALUE!,97,Headline / Summary,326
1945,"Fantasy Impact: Hardman didn't make the starting roster for Green Bay as he was cut yesterday but they seem to think he's worthy of sticking around with the organization. Considering how oft-injured the Packers receivers are, it may be a prudent move to have a wide receiver with 178 receptions and just over 2300 career yards waiting behind glass in case of emergency.",#VALUE!,,Fantasy Impact,326
1946,Lil'Jordan Humphrey,#VALUE!,19,Player name,327
1947,Lil'Jordan Humphrey added to practice squad,#VALUE!,43,Headline / Summary,327
1948,"Wed, Aug 27th 1:05pm EDT",21,,Date,327
1949,"As per Adam Schefter, Lil'Jordan Humphrey has been signed to the New York Giants practice squad. (Source: Adam Schefter on X)",#VALUE!,125,Headline / Summary,327
1950,"Fantasy Impact: Just one day after being released by the Giants, he was signed to the practice squad. Humphrey has amassed 62 receptions and 770 yards over his 58 game career.",#VALUE!,,Fantasy Impact,327
1951,Marquez Valdes-Scantling,#VALUE!,24,Player name,328
1952,Marquez Valdes-Scantling signs with 49ers,#VALUE!,41,Headline / Summary,328
1953,"Wed, Aug 27th 12:31pm EDT",22,,Date,328
1954,Veteran wide receiver Marquez Valdes-Scantling is signing with the San Francisco 49ers. (Source: Tom Pelissero on Twitter),#VALUE!,122,Headline / Summary,328
1955,"Fantasy Impact: Valdes-Scantling was released by the Seattle Seahawks, setting him up to find a new home. As a veteran, he was not subject to the league's waiver system and reportedly chose the Niners over the Pittsburgh Steelers, who have his old quarterback, Aaron Rodgers. SF needs healthy wide receiver help, and Valdes-Scantling brings a field-stretching element to any offense.",#VALUE!,,Fantasy Impact,328
1956,Category: Transactions,#VALUE!,,Category,328
1957,Kendrick Bourne,#VALUE!,15,Player name,329
1958,Kendrick Bourne released by Patriots,#VALUE!,36,Headline / Summary,329
1959,"Wed, Aug 27th 12:24pm EDT",22,,Date,329
1960,"The New England Patriots are releasing Kendrick Bourne, who had been a subject of trade rumors and dealt with injuries over the offseason. (Source: Tom Pelissero on Twitter)",#VALUE!,173,Headline / Summary,329
1961,"Fantasy Impact: Bourne missed time during training camp with a foot injury but has been a productive receiver in the NFL. He had 800 yards in 2021 and has 400+ yards in five of his eight seasons. Minnesota reportedly had tried to trade for Bourne before acquiring Adam Thielen, but the San Francisco 49ers could emerge as a landing spot, according to NFL Network's Mike Garafolo.",#VALUE!,,Fantasy Impact,329
1962,Category: Transactions,#VALUE!,,Category,329
1963,Kyle Hamilton,#VALUE!,13,Player name,330
1964,Kyle Hamilton lands four-year contract extension,#VALUE!,48,Headline / Summary,330
1965,"Wed, Aug 27th 12:15pm EDT",22,,Date,330
1966,The Baltimore Ravens and safety Kyle Hamilton have reportedly come to terms on a four-year contract extension worth $100.4 million. (Source: Jordan Schultz on Twitter),#VALUE!,167,Headline / Summary,330
1967,"Fantasy Impact: Hamilton, arguably the best safety in the league, has been a crucial part of Baltimore's defense. He has shown versatility with seven sacks, five picks, 18 tackles for loss, and four forced fumbles, proving that he can impact every facet of the game. He has an expert consensus ranking as the DB2 in IDP leagues, according to FantasyPros' data.",#VALUE!,,Fantasy Impact,330
1968,Category: Transactions,#VALUE!,,Category,330
1969,Rashee Rice,#VALUE!,11,Player name,331
1970,Rashee Rice will serve six-game suspension,#VALUE!,42,Headline / Summary,331
1971,"Wed, Aug 27th 12:12pm EDT",22,,Date,331
1972,Kansas City Chiefs wide receiver Rashee Rice is accepting a six-game suspension that will take effect in Week 1. (Source: Tom Pelissero on Twitter),#VALUE!,147,Headline / Summary,331
1973,"Fantasy Impact: Rice will be eligible to return to the field after Week 7, after facing a suspension for his 2024 multi-car accident in Dallas. The arbitration for this suspension had dragged on for a while, but there is finally a definitive timeline. While this makes Rice a tricky pick in fantasy, WR Xavier Worthy and TE Travis Kelce could see extended usage in his absence to start the season, with the ability to occupy similar parts of the field. Rookie Jalen Royals could be involved as well.",#VALUE!,,Fantasy Impact,331
1974,Category: Transactions,#VALUE!,,Category,331
1975,Daniel Thomas,#VALUE!,13,Player name,332
1976,Daniel Thomas signs with Lions,#VALUE!,30,Headline / Summary,332
1977,"Wed, Aug 27th 11:37am EDT",22,,Date,332
1978,The Lions signed S Daniel Thomas. (Source: Jeremy Fowler on Twitter),#VALUE!,68,Headline / Summary,332
1979,Fantasy Impact: Thomas quickly finds a new home after he was released by the Jaguars. He'll add depth in the secondary for Detroit.,#VALUE!,,Fantasy Impact,332
1980,Category: Transactions,#VALUE!,,Category,332
1981,Jordan Poyer,#VALUE!,12,Player name,333
1982,Jordan Poyer signs with Bills,#VALUE!,29,Headline / Summary,333
1983,"Wed, Aug 27th 11:36am EDT",22,,Date,333
1984,The Bills signed S Jordan Poyer. (Source: Jordan Schultz on Twitter),#VALUE!,68,Headline / Summary,333
1985,Fantasy Impact: Poyer returns for another stint in Buffalo. He remains in the AFC East after playing for the Dolphins last season. He'll add depth in the secondary for Buffalo.,#VALUE!,,Fantasy Impact,333
1986,Category: Transactions,#VALUE!,,Category,333
1987,Joe Mixon,#VALUE!,9,Player name,334
1988,Joe Mixon (ankle) to be re-evaluated after four weeks,#VALUE!,53,Headline / Summary,334
1989,"Wed, Aug 27th 11:34am EDT",22,,Date,334
